Period,PEG Ratio (TTM)
2015-09-29,None
2015-09-28,None
2015-09-25,None
2015-09-24,None
2015-09-23,None
2015-09-22,None
2015-09-21,None
2015-09-18,None
2015-09-17,None
2015-09-16,None
2015-09-15,None
2015-09-14,None
2015-09-11,None
2015-09-10,None
2015-09-09,None
2015-09-08,None
2015-09-04,None
2015-09-03,None
2015-09-02,None
2015-09-01,None
2015-08-31,None
2015-08-28,None
2015-08-27,None
2015-08-26,None
2015-08-25,None
2015-08-24,None
2015-08-21,None
2015-08-20,None
2015-08-19,None
2015-08-18,None
2015-08-17,None
2015-08-14,None
2015-08-13,None
2015-08-12,None
2015-08-11,None
2015-08-10,None
2015-08-07,None
2015-08-06,None
2015-08-05,None
2015-08-04,None
2015-08-03,None
2015-07-31,None
2015-07-30,None
2015-07-29,None
2015-07-28,None
2015-07-27,None
2015-07-24,None
2015-07-23,None
2015-07-22,None
2015-07-21,None
2015-07-20,None
2015-07-17,None
2015-07-16,None
2015-07-15,None
2015-07-14,None
2015-07-13,None
2015-07-10,None
2015-07-09,None
2015-07-08,None
2015-07-07,None
2015-07-06,None
2015-07-02,None
2015-07-01,None
2015-06-30,None
2015-06-29,None
2015-06-26,None
2015-06-25,None
2015-06-24,None
2015-06-23,None
2015-06-22,None
2015-06-19,None
2015-06-18,None
2015-06-17,None
2015-06-16,None
2015-06-15,None
2015-06-12,None
2015-06-11,None
2015-06-10,None
2015-06-09,None
2015-06-08,None
2015-06-05,None
2015-06-04,None
2015-06-03,None
2015-06-02,None
2015-06-01,None
2015-05-29,None
2015-05-28,None
2015-05-27,None
2015-05-26,None
2015-05-22,None
2015-05-21,None
2015-05-20,None
2015-05-19,None
2015-05-18,None
2015-05-15,None
2015-05-14,None
2015-05-13,None
2015-05-12,None
2015-05-11,None
2015-05-08,None
2015-05-07,None
2015-05-06,None
2015-05-05,None
2015-05-04,None
2015-05-01,None
2015-04-30,None
2015-04-29,None
2015-04-28,None
2015-04-27,None
2015-04-24,None
2015-04-23,None
2015-04-22,None
2015-04-21,None
2015-04-20,None
2015-04-17,None
2015-04-16,None
2015-04-15,None
2015-04-14,None
2015-04-13,None
2015-04-10,None
2015-04-09,None
2015-04-08,None
2015-04-07,None
2015-04-06,None
2015-04-02,None
2015-04-01,None
2015-03-31,None
2015-03-30,None
2015-03-27,None
2015-03-26,None
2015-03-25,None
2015-03-24,None
2015-03-23,None
2015-03-20,None
2015-03-19,None
2015-03-18,None
2015-03-17,None
2015-03-16,None
2015-03-13,None
2015-03-12,None
2015-03-11,None
2015-03-10,None
2015-03-09,None
2015-03-06,None
2015-03-05,None
2015-03-04,None
2015-03-03,None
2015-03-02,None
2015-02-27,None
2015-02-26,None
2015-02-25,None
2015-02-24,None
2015-02-23,None
2015-02-20,None
2015-02-19,None
2015-02-18,None
2015-02-17,None
2015-02-13,None
2015-02-12,None
2015-02-11,None
2015-02-10,None
2015-02-09,None
2015-02-06,None
2015-02-05,None
2015-02-04,None
2015-02-03,None
2015-02-02,None
2015-01-30,None
2015-01-29,None
2015-01-28,None
2015-01-27,None
2015-01-26,None
2015-01-23,None
2015-01-22,None
2015-01-21,None
2015-01-20,None
2015-01-16,None
2015-01-15,None
2015-01-14,None
2015-01-13,None
2015-01-12,None
2015-01-09,None
2015-01-08,None
2015-01-07,None
2015-01-06,None
2015-01-05,None
2015-01-02,None
2014-12-31,None
2014-12-30,None
2014-12-29,None
2014-12-26,None
2014-12-24,None
2014-12-23,None
2014-12-22,None
2014-12-19,None
2014-12-18,None
2014-12-17,None
2014-12-16,None
2014-12-15,None
2014-12-12,None
2014-12-11,None
2014-12-10,None
2014-12-09,None
2014-12-08,None
2014-12-05,None
2014-12-04,None
2014-12-03,None
2014-12-02,None
2014-12-01,None
2014-11-28,None
2014-11-26,None
2014-11-25,None
2014-11-24,None
2014-11-21,None
2014-11-20,None
2014-11-19,None
2014-11-18,None
2014-11-17,None
2014-11-14,None
2014-11-13,None
2014-11-12,None
2014-11-11,None
2014-11-10,None
2014-11-07,None
2014-11-06,None
2014-11-05,None
2014-11-04,None
2014-11-03,None
2014-10-31,None
2014-10-30,None
2014-10-29,None
2014-10-28,None
2014-10-27,None
2014-10-24,None
2014-10-23,None
2014-10-22,None
2014-10-21,None
2014-10-20,None
2014-10-17,None
2014-10-16,None
2014-10-15,None
2014-10-14,None
2014-10-13,None
2014-10-10,None
2014-10-09,None
2014-10-08,None
2014-10-07,None
2014-10-06,None
2014-10-03,None
2014-10-02,None
2014-10-01,None
2014-09-30,None
2014-09-29,None
2014-09-26,None
2014-09-25,None
2014-09-24,None
2014-09-23,None
2014-09-22,None
2014-09-19,None
2014-09-18,None
2014-09-17,None
2014-09-16,None
2014-09-15,None
2014-09-12,None
2014-09-11,None
2014-09-10,None
2014-09-09,None
2014-09-08,None
2014-09-05,None
2014-09-04,None
2014-09-03,None
2014-09-02,None
2014-08-29,None
2014-08-28,None
2014-08-27,None
2014-08-26,None
2014-08-25,None
2014-08-22,None
2014-08-21,None
2014-08-20,None
2014-08-19,None
2014-08-18,None
2014-08-15,None
2014-08-14,None
2014-08-13,None
2014-08-12,None
2014-08-11,None
2014-08-08,None
2014-08-07,None
2014-08-06,None
2014-08-05,None
2014-08-04,None
2014-08-01,None
2014-07-31,None
2014-07-30,None
2014-07-29,None
2014-07-28,None
2014-07-25,None
2014-07-24,None
2014-07-23,None
2014-07-22,None
2014-07-21,None
2014-07-18,None
2014-07-17,None
2014-07-16,None
2014-07-15,None
2014-07-14,None
2014-07-11,None
2014-07-10,None
2014-07-09,None
2014-07-08,None
2014-07-07,None
2014-07-03,None
2014-07-02,None
2014-07-01,None
2014-06-30,None
2014-06-27,None
2014-06-26,None
2014-06-25,None
2014-06-24,None
2014-06-23,None
2014-06-20,None
2014-06-19,None
2014-06-18,None
2014-06-17,None
2014-06-16,None
2014-06-13,None
2014-06-12,None
2014-06-11,None
2014-06-10,None
2014-06-09,None
2014-06-06,None
2014-06-05,None
2014-06-04,None
2014-06-03,None
2014-06-02,None
2014-05-30,None
2014-05-29,None
2014-05-28,None
2014-05-27,None
2014-05-23,None
2014-05-22,None
2014-05-21,None
2014-05-20,None
2014-05-19,None
2014-05-16,None
2014-05-15,None
2014-05-14,None
2014-05-13,None
2014-05-12,None
2014-05-09,None
2014-05-08,None
2014-05-07,None
2014-05-06,None
2014-05-05,None
2014-05-02,None
2014-05-01,None
2014-04-30,None
2014-04-29,None
2014-04-28,None
2014-04-25,None
2014-04-24,None
2014-04-23,None
2014-04-22,None
2014-04-21,None
2014-04-17,None
2014-04-16,None
2014-04-15,None
2014-04-14,None
2014-04-11,None
2014-04-10,None
2014-04-09,None
2014-04-08,None
2014-04-07,None
2014-04-04,None
2014-04-03,None
2014-04-02,None
2014-04-01,None
2014-03-31,None
2014-03-28,None
2014-03-27,None
2014-03-26,None
2014-03-25,None
2014-03-24,None
2014-03-21,None
2014-03-20,None
2014-03-19,None
2014-03-18,None
2014-03-17,None
2014-03-14,None
2014-03-13,None
2014-03-12,None
2014-03-11,None
2014-03-10,None
2014-03-07,None
2014-03-06,None
2014-03-05,None
2014-03-04,None
2014-03-03,None
2014-02-28,None
2014-02-27,None
2014-02-26,None
2014-02-25,None
2014-02-24,None
2014-02-21,None
2014-02-20,None
2014-02-19,None
2014-02-18,None
2014-02-14,None
2014-02-13,None
2014-02-12,None
2014-02-11,None
2014-02-10,None
2014-02-07,None
2014-02-06,None
2014-02-05,None
2014-02-04,None
2014-02-03,None
2014-01-31,None
2014-01-30,None
2014-01-29,None
2014-01-28,None
2014-01-27,None
2014-01-24,None
2014-01-23,None
2014-01-22,None
2014-01-21,None
2014-01-17,None
2014-01-16,None
2014-01-15,None
2014-01-14,None
2014-01-13,None
2014-01-10,None
2014-01-09,None
2014-01-08,None
2014-01-07,None
2014-01-06,None
2014-01-03,None
2014-01-02,None
2013-12-31,None
2013-12-30,0.5434
2013-12-27,0.5565
2013-12-26,0.5559
2013-12-24,0.5628
2013-12-23,0.5578
2013-12-20,0.5582
2013-12-19,0.5478
2013-12-18,0.5392
2013-12-17,0.5264
2013-12-16,0.5256
2013-12-13,0.4962
2013-12-12,0.4912
2013-12-11,0.4956
2013-12-10,0.5009
2013-12-09,0.5013
2013-12-06,0.4940
2013-12-05,0.4976
2013-12-04,0.4639
2013-12-03,0.4631
2013-12-02,0.4759
2013-11-29,0.4908
2013-11-27,0.5033
2013-11-26,0.4909
2013-11-25,0.4886
2013-11-22,0.4925
2013-11-21,0.4859
2013-11-20,0.4755
2013-11-19,0.4781
2013-11-18,0.4797
2013-11-15,0.4835
2013-11-14,0.4745
2013-11-13,0.4948
2013-11-12,0.4868
2013-11-11,0.4901
2013-11-08,0.4802
2013-11-07,0.4424
2013-11-06,0.4607
2013-11-05,0.4768
2013-11-04,0.5015
2013-11-01,0.4637
2013-10-31,0.4697
2013-10-30,0.4642
2013-10-29,0.4609
2013-10-28,0.4627
2013-10-25,0.4619
2013-10-24,0.4736
2013-10-23,0.4723
2013-10-22,0.4889
2013-10-21,0.4894
2013-10-18,0.4771
2013-10-17,0.4784
2013-10-16,0.4795
2013-10-15,0.4662
2013-10-14,0.4731
2013-10-11,0.4697
2013-10-10,0.4779
2013-10-09,0.4487
2013-10-08,0.4582
2013-10-07,0.4676
2013-10-04,0.4806
2013-10-03,0.4854
2013-10-02,0.5017
2013-10-01,0.4909
2013-09-30,0.4824
2013-09-27,0.3004
2013-09-26,0.2994
2013-09-25,0.2995
2013-09-24,0.2938
2013-09-23,0.2952
2013-09-20,0.2902
2013-09-19,0.2486
2013-09-18,0.2439
2013-09-17,0.2527
2013-09-16,0.2473
2013-09-13,0.2394
2013-09-12,0.2328
2013-09-11,0.2393
2013-09-10,0.2215
2013-09-09,0.2099
2013-09-06,0.2203
2013-09-05,0.2180
2013-09-04,0.2106
2013-09-03,0.2048
2013-08-30,0.2046
2013-08-29,0.2065
2013-08-28,0.2011
2013-08-27,0.2106
2013-08-26,0.2184
2013-08-23,0.2259
2013-08-22,0.2223
2013-08-21,0.2212
2013-08-20,0.2107
2013-08-19,0.2079
2013-08-16,0.2163
2013-08-15,0.2211
2013-08-14,0.2290
2013-08-13,0.2364
2013-08-12,0.2378
2013-08-09,0.2340
2013-08-08,0.2317
2013-08-07,0.2204
2013-08-06,0.2165
2013-08-05,0.2248
2013-08-02,0.2326
2013-08-01,0.2335
2013-07-31,0.2191
2013-07-30,0.2161
2013-07-29,0.2190
2013-07-26,0.2233
2013-07-25,0.2214
2013-07-24,0.2238
2013-07-23,0.2233
2013-07-22,0.2257
2013-07-19,0.2294
2013-07-18,0.2311
2013-07-17,0.2363
2013-07-16,0.2411
2013-07-15,0.2465
2013-07-12,0.2472
2013-07-11,0.2480
2013-07-10,0.2480
2013-07-09,0.2488
2013-07-08,0.2405
2013-07-05,0.2397
2013-07-03,0.2350
2013-07-02,0.2352
2013-07-01,0.2312
